setID	setSize	setScore	setP	setQ	setName	setID.orig
1389	43	7.42619417731351	0.150849150849151	1	Starch and sucrose metabolism	82974
379	22	4.38308283738277	0.154845154845155	1	Vitamin digestion and absorption	199556
1147	16	3.3472134169448	0.154845154845155	1	Citric acid cycle (TCA cycle)	105919
63	19	3.85880269447946	0.155844155844156	1	Citrate cycle (TCA cycle, Krebs cycle)	855811
680	15	3.18721762159987	0.157842157842158	1	glutathione-mediated detoxification I	142435
785	44	7.50482502779348	0.15984015984016	1	Caspase cascade in apoptosis	137974
683	10	2.29705709126639	0.160839160839161	1	triacylglycerol degradation	142418
187	10	2.28715367189379	0.161838161838162	1	Synthesis of PE	645316
1243	41	7.07950778739172	0.161838161838162	1	Apoptotic execution phase	105677
1008	20	3.94952643714788	0.168831168831169	1	Metabolism of porphyrins	106325
1061	22	4.26156529236122	0.170829170829171	1	Peroxisomal lipid metabolism	106136
847	47	7.84133917386551	0.172827172827173	1	Cytosolic DNA-sensing pathway	125137
238	38	6.53835332402326	0.173826173826174	1	Pre-NOTCH Expression and Processing	576265
375	31	5.46764177346517	0.174825174825175	1	Meiotic recombination	205242
1351	35	6.15432090216053	0.174825174825175	1	Drug metabolism - other enzymes	83033
1084	16	3.2060469433217	0.176823176823177	1	Intrinsic Pathway	106059
358	41	6.94934708069206	0.177822177822178	1	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	366164
1348	59	9.45835176520956	0.178821178821179	1	Ribosome	83036
1241	10	2.17908019859895	0.17982017982018	1	Caspase-mediated cleavage of cytoskeletal proteins	105679
1396	25	4.51713450850522	0.17982017982018	1	Histidine metabolism	82958
331	10	2.17722507616183	0.180819180819181	1	Glycosaminoglycan biosynthesis, heparan sulfate backbone	413365
483	23	4.31521264512963	0.181818181818182	1	Cytokines and Inflammatory Response	198794
378	77	11.8284259550406	0.182817182817183	1	Rheumatoid arthritis	200309
279	21	3.91661098346822	0.185814185814186	1	heparan sulfate biosynthesis	545278
877	19	3.6067326434539	0.188811188811189	1	Other semaphorin interactions	119526
99	77	11.7163930068913	0.18981018981019	1	Diseases associated with visual transduction*	771581
396	15	3.00588778373517	0.193806193806194	1	Estrogen metabolism	198898
485	35	6.00472756089622	0.193806193806194	1	NOD pathway	198792
1145	10	2.12741267568629	0.194805194805195	1	Formation of ATP by chemiosmotic coupling	105922
629	226	31.6652547911159	0.195804195804196	1	Post-translational protein modification	161012
106	60	9.37747413486714	0.1998001998002	1	Regulation of PLK1 Activity at G2/M Transition	771569
1056	14	2.76646748922661	0.1998001998002	1	Synthesis of bile acids and bile salts via 24-hydroxycholesterol	106147
677	18	3.37626683334663	0.200799200799201	1	TCA cycle II (eukaryotic)	142463
1057	19	3.52700244846972	0.200799200799201	1	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	106146
1377	22	3.99578140361983	0.201798201798202	1	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	82988
1150	16	3.0722676823851	0.203796203796204	1	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	105908
1014	32	5.44346941136827	0.204795204795205	1	Purine metabolism	106265
79	35	5.90927812027237	0.205794205794206	1	Non-integrin membrane-ECM interactions	833810
174	11	2.24419787376651	0.206793206793207	1	Reversible hydration of carbon dioxide	645352
987	12	2.4410071869135	0.207792207792208	1	Serotonin receptors	106368
276	12	2.43491279340379	0.210789210789211	1	NAD salvage pathway II	545284
983	10	2.06260964735648	0.214785214785215	1	P2Y receptors	106374
596	52	8.18325587395014	0.215784215784216	1	Notch signaling pathway	169345
1029	25	4.27139947822592	0.215784215784216	1	PTM: gamma carboxylation, hypusine formation and arylsulfatase activation	106231
1240	10	2.04724316514664	0.218781218781219	1	Apoptosis induced DNA fragmentation*	105682
975	454	60.5730950154391	0.224775224775225	1	Innate Immune System	106387
859	51	7.89199959686549	0.227772227772228	1	Costimulation by the CD28 family	119552
82	22	3.78447565548665	0.228771228771229	1	Reproduction*	833796
1036	27	4.51955095623621	0.230769230769231	1	Regulation of Glucokinase by Glucokinase Regulatory Protein	106203
1075	27	4.51955095623621	0.230769230769231	1	Transport of Ribonucleoproteins into the Host Nucleus	106073
414	12	2.31215799488774	0.233766233766234	1	Serotonin Receptor 2 and ELK-SRF/GATA4 signaling	198878
1403	93	13.446099802728	0.237762237762238	1	Oxidative phosphorylation	82942
1020	76	11.1859838134787	0.240759240759241	1	Metabolism of vitamins and cofactors*	106249
117	93	13.4005167624743	0.242757242757243	1	Spinal Cord Injury	739007
357	27	4.40412612748675	0.242757242757243	1	NOD1/2 Signaling Pathway	366165
468	86	12.5303815789425	0.245754245754246	1	Cell cycle	198811
1071	28	4.55715698179919	0.245754245754246	1	Export of Viral Ribonucleoproteins from Nucleus*	106080
1183	11	2.07820959259339	0.245754245754246	1	CDC6 association with the ORC:origin complex	105823
1287	126	17.7553538571208	0.245754245754246	1	Alzheimer's disease	83097
1359	13	2.39099299435222	0.245754245754246	1	Folate biosynthesis	83018
1355	14	2.50594731986583	0.247752247752248	1	Nitrogen metabolism	83025
81	31	5.01599724892637	0.24975024975025	1	Nuclear Pore Complex (NPC) Disassembly	833803
311	31	5.00703265854361	0.24975024975025	1	Meiotic synapsis	477134
422	10	1.90944151707138	0.24975024975025	1	Nucleotide GPCRs	198869
533	11	2.05231971115879	0.250749250749251	1	Platelet sensitization by LDL	187204
1103	28	4.51955095623621	0.251748251748252	1	Nuclear import of Rev protein	106015
1105	28	4.51955095623621	0.251748251748252	1	Vpr-mediated nuclear import of PICs	106013
58	11	2.04731142384876	0.252747252747253	1	Glycogen synthesis	905990
570	61	9.04882075290359	0.252747252747253	1	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways	187097
1408	20	3.41392813609257	0.252747252747253	1	Fatty acid elongation	82934
77	49	7.40352459870842	0.254745254745255	1	ECM proteoglycans	833812
590	58	8.57241518368162	0.255744255744256	1	Validated targets of C-MYC transcriptional activation	169351
667	117	16.5175795194553	0.256743256743257	1	Phagosome	153910
73	11	2.01112730269112	0.258741258741259	1	Regulation of innate immune responses to cytosolic DNA	833823
725	14	2.45358279087606	0.258741258741259	1	PDGFR-alpha signaling pathway	138049
988	35	5.49719755309859	0.258741258741259	1	Amine ligand-binding receptors	106363
1226	71	10.3754855553847	0.260739260739261	1	Phase II conjugation	105721
1012	12	2.12531570394175	0.26973026973027	1	Purine salvage	106273
1380	18	3.04048154896529	0.26973026973027	1	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	82984
280	16	2.73804335301983	0.270729270729271	1	heparan sulfate biosynthesis (late stages)	545274
1346	30	4.75773309967669	0.270729270729271	1	Basal transcription factors	83038
53	12	2.12034023895751	0.271728271728272	1	Formation of Senescence-Associated Heterochromatin Foci (SAHF)	905995
94	11	1.9489984660865	0.271728271728272	1	Scavenging of heme from plasma	771600
830	52	7.76530624006841	0.271728271728272	1	IL12-mediated signaling events	137922
359	22	3.54379657567787	0.272727272727273	1	Antigen Presentation: Folding, assembly and peptide loading of class I MHC	366163
354	221	29.758955296112	0.274725274725275	1	Cytokine Signaling in Immune system	366171
1101	18	3.01303397522908	0.274725274725275	1	The role of Nef in HIV-1 replication and disease pathogenesis	106019
1058	22	3.52700244846972	0.275724275724276	1	Synthesis of bile acids and bile salts	106145
698	45	6.72858534075141	0.276723276723277	1	Coregulation of Androgen receptor activity	138085
984	14	2.34060014421741	0.278721278721279	1	Nucleotide-like (purinergic) receptors	106373
330	12	2.06273961232912	0.282717282717283	1	beta-Oxidation	413381
333	14	2.3132190922689	0.283716283716284	1	N-glycan precursor biosynthesis	413361
1263	39	5.88626814654477	0.285714285714286	1	Autoimmune thyroid disease	83121
209	77	10.8835253501171	0.286713286713287	1	MHC class II antigen presentation	645290
1019	11	1.92131614760968	0.287712287712288	1	Vitamin B5 (pantothenate) metabolism	106254
438	71	10.1313948992825	0.288711288711289	1	G Protein Signaling Pathways	198849
1322	43	6.38789529203168	0.28971028971029	1	Notch signaling pathway	83062
100	22	3.4485551908095	0.295704295704296	1	Role of phospholipids in phagocytosis	771580
38	10	1.73856753515863	0.296703296703297	1	Dopamine metabolism	920995
1128	31	4.71457053295889	0.2997002997003	1	Transport of Mature mRNAs Derived from Intronless Transcripts*	105961
260	11	1.86480612005848	0.300699300699301	1	melatonin degradation I	545356
594	33	4.95562200550925	0.301698301698302	1	Notch-mediated HES/HEY network	169347
812	20	3.16987854285282	0.301698301698302	1	Calcium signaling in the CD4+ TCR pathway	137941
1007	11	1.85801902678736	0.303696303696304	1	Heme biosynthesis	106326
477	27	4.05707144040562	0.305694305694306	1	Ovarian Infertility Genes	198801
592	26	3.93336725699228	0.305694305694306	1	Validated transcriptional targets of AP1 family members Fra1 and Fra2	169349
1206	10	1.70992728964233	0.305694305694306	1	E2F-enabled inhibition of pre-replication complex formation	105781
327	11	1.84500048399155	0.306693306693307	1	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate	413432
142	15	2.46143201358287	0.307692307692308	1	Drug Induction of Bile Acid Pathway	698755
403	10	1.69260113176815	0.308691308691309	1	Homologous recombination	198890
463	16	2.55386530069492	0.308691308691309	1	Mitochondrial LC-Fatty Acid Beta-Oxidation	198817
1358	50	7.1638932639627	0.308691308691309	1	Retinol metabolism	83020
1208	27	4.02351500924069	0.30969030969031	1	Activation of the pre-replicative complex	105777
1230	14	2.18773670805084	0.312687312687313	1	Xenobiotics	105703
1330	104	14.1453028539116	0.312687312687313	1	Cell cycle	83054
563	52	7.46611141695881	0.313686313686314	1	Interferon alpha/beta signaling	187104
1193	14	2.17969460633339	0.313686313686314	1	Polo-like kinase mediated events	105806
314	16	2.53318290403496	0.314685314685315	1	Signaling by NODAL	477130
1341	27	4.0022022583882	0.315684315684316	1	Base excision repair	83043
1055	10	1.68200196447818	0.316683316683317	1	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	106148
516	32	4.75451498796585	0.31968031968032	1	African trypanosomiasis	194384
841	66	9.15135005319406	0.320679320679321	1	CXCR4-mediated signaling events	137910
565	23	3.44640436629551	0.321678321678322	1	Negative regulators of RIG-I/MDA5 signaling	187102
61	45	6.46751724264144	0.323676323676324	1	Fatty acid metabolism	868084
1242	30	4.45845300171068	0.323676323676324	1	Apoptotic cleavage of cellular proteins	105678
742	38	5.51403794983617	0.325674325674326	1	Ceramide signaling pathway	138023
1191	48	6.74272647994744	0.325674325674326	1	Loss of proteins required for interphase microtubule organizationÂ from the centrosome*	105810
1338	21	3.19812204262487	0.325674325674326	1	Homologous recombination	83046
1104	31	4.55715698179919	0.326673326673327	1	Interactions of Rev with host cellular proteins*	106014
622	11	1.77706593592072	0.32967032967033	1	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	161032
166	32	4.7089503292777	0.330669330669331	1	TWEAK Signaling Pathway	672452
337	12	1.90004979632568	0.331668331668332	1	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	413348
886	54	7.64817574745265	0.332667332667333	1	RIG-I-like receptor signaling pathway	117292
1106	31	4.51955095623621	0.332667332667333	1	Interactions of Vpr with host cellular proteins	106011
657	87	11.6772264950124	0.334665334665335	1	Mitotic G2-G2/M phases*	160942
1078	23	3.39136748450748	0.334665334665335	1	Basigin interactions	106065
1212	24	3.55393437114569	0.334665334665335	1	G1 Phase*	105766
1129	43	6.07457441809868	0.337662337662338	1	Transport of Mature Transcript to Cytoplasm*	105959
696	10	1.61996788693837	0.340659340659341	1	colanic acid building blocks biosynthesis	142203
1039	42	5.93637884770667	0.341658341658342	1	Hexose transport	106198
1100	12	1.8653181311929	0.341658341658342	1	Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	106021
294	43	6.03876152670006	0.343656343656344	1	O-linked glycosylation of mucins	530747
197	37	5.25947039162467	0.346653346653347	1	Heparan sulfate/heparin (HS-GAG) metabolism	645304
767	30	4.33685607286707	0.346653346653347	1	HIV-1 Nef: Negative effector of Fas and TNF-alpha	137995
923	15	2.24561167285703	0.350649350649351	1	DARPP-32 events	106501
826	11	1.7143370154382	0.351648351648352	1	Arf1 pathway	137927
269	11	1.70612307707628	0.353646353646354	1	bile acid biosynthesis, neutral pathway	545316
362	465	59.1021210574572	0.354645354645355	1	Adaptive Immune System	366160
681	16	2.33146454658726	0.355644355644356	1	fatty acid beta-oxidation I	142421
1414	27	3.85880269447946	0.355644355644356	1	Citrate cycle (TCA cycle)	82927
1333	223	28.7997880480479	0.358641358641359	1	Cytokine-cytokine receptor interaction	83051
31	21	3.00368032913286	0.35964035964036	1	Detoxification of Reactive Oxygen Species	941400
576	16	2.31217846558435	0.364635364635365	1	IKK complex recruitment mediated by RIP1	187090
602	13	1.91327206309925	0.364635364635365	1	Organic cation/anion/zwitterion transport	161072
1360	17	2.47065040186901	0.365634365634366	1	Pantothenate and CoA biosynthesis	83015
509	13	1.8965403917464	0.367632367632368	1	ACE Inhibitor Pathway	198763
779	24	3.37402270335568	0.36963036963037	1	Reelin signaling pathway	137980
418	22	3.11007567038428	0.370629370629371	1	Fatty Acid Biosynthesis	198873
1059	30	4.18069003164234	0.371628371628372	1	Bile acid and bile salt metabolism	106144
679	10	1.51004256742469	0.372627372627373	1	nicotine degradation IV	142437
397	61	8.17143502852602	0.375624375624376	1	Peptide GPCRs	198897
728	14	1.94931970393899	0.375624375624376	1	Syndecan-1-mediated signaling events	138046
1117	22	3.08423909119239	0.375624375624376	1	Cytosolic tRNA aminoacylation	105981
267	22	3.07514826124159	0.376623376623377	1	D-myo-inositol (1,4,5)-trisphosphate biosynthesis	545326
623	12	1.74953640976256	0.377622377622378	1	Presynaptic nicotinic acetylcholine receptors	161028
259	13	1.86480612005848	0.378621378621379	1	superpathway of melatonin degradation	545359
415	16	2.25216153298224	0.37962037962038	1	Apoptosis Modulation by HSP70	198877
1006	34	4.62002437187513	0.383616383616384	1	Pyruvate metabolism and Citric Acid (TCA) cycle	106327
54	34	4.61819375006927	0.384615384615385	1	DNA Damage/Telomere Stress Induced Senescence	905994
739	34	4.6166564158566	0.384615384615385	1	Regulation of Androgen receptor activity	138027
132	15	2.06297756168383	0.385614385614386	1	2-Oxocarboxylic acid metabolism	714485
597	18	2.487162850424	0.38961038961039	1	C-MYC pathway	169344
203	92	11.9176998688368	0.391608391608392	1	Glycosaminoglycan metabolism*	645297
818	35	4.74152344399969	0.391608391608392	1	FOXM1 transcription factor network	137935
1037	37	4.99631869932427	0.393606393606394	1	Glucose transport	106200
1247	10	1.43553290318169	0.397602397602398	1	Caspase-8 activation*	105654
584	92	11.8129985172925	0.401598401598402	1	Toxoplasmosis	169642
282	18	2.41694477094563	0.404595404595405	1	ATF4 activates genes	530772
716	48	6.32438771648016	0.405594405594406	1	BCR signaling pathway	138058
83	23	3.08535122551603	0.406593406593407	1	The phototransduction cascade*	833793
1216	34	4.52247307075285	0.406593406593407	1	Activation of ATR in response to replication stress	105754
935	22	2.91367532170481	0.407592407592408	1	CaM pathway*	106468
237	26	3.44353050637231	0.408591408591409	1	Pre-NOTCH Transcription and Translation	576266
753	29	3.87624807933423	0.408591408591409	1	CXCR3-mediated signaling events	138011
1087	11	1.55034540663658	0.40959040959041	1	GRB2:SOS provides linkage to MAPK signaling for Integrins	106055
1363	18	2.40468582904391	0.410589410589411	1	One carbon pool by folate	83008
195	19	2.48882456595303	0.411588411588412	1	HS-GAG biosynthesis	645306
640	14	1.85245897800356	0.412587412587413	1	Synthesis of very long-chain fatty acyl-CoAs	160978
1140	17	2.27360982312847	0.414585414585415	1	Gap junction assembly	105928
1053	25	3.28815506875828	0.415584415584416	1	Metabolism of steroid hormones and vitamin D	106150
567	26	3.41780021745895	0.416583416583417	1	TRAF6 mediated IRF7 activation	187100
719	43	5.62959277501551	0.418581418581419	1	TCR signaling in naive CD8+ T cells	138055
232	22	2.84971244169186	0.41958041958042	1	Signaling by NOTCH2	576272
1266	74	9.50633561782451	0.41958041958042	1	Small cell lung cancer	83118
912	14	1.81467196575902	0.420579420579421	1	Acetylcholine Binding And Downstream Events*	106535
665	22	2.83905613583047	0.421578421578422	1	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	160134
1086	11	1.51273937252297	0.425574425574426	1	p130Cas linkage to MAPK signaling for integrins	106056
1155	12	1.60463577987106	0.425574425574426	1	Association of licensing factors with the pre-replicative complex	105900
398	12	1.58924105302735	0.430569430569431	1	TP53 network	198896
965	13	1.70250486859528	0.431568431568432	1	Initial triggering of complement	106406
1381	13	1.69488025998436	0.434565434565435	1	Glycosaminoglycan biosynthesis - keratan sulfate	82983
