objID	objStat	objName	chr	startpos	endpos	strand	treesize	usedseqlength	branchlength	genelength
388324	0	INCA1	17	4988130	4997919	-1	9	236	0.013178	9790
11232	0	POLG2	17	64477785	64497066	-1	7	485	0.030483	19282
375341	0.00299102960313358	C3orf62	3	49268597	49277075	-1	7	267	0.015046	8479
9441	0	MED26	19	16574907	16628204	-1	8	600	0.040044	53298
5147	0	PDE6D	2	231732437	231781264	-1	6	150	0.015882	48828
149563	0	C1orf64	1	16004236	16006685	1	7	169	0.014674	2450
9468	0	PCYT1B	X	24558087	24672862	-1	6	369	0.021539	114776
245932	0	DEFB119	20	31377163	31390649	-1	6	88	0.034092	13487
134637	0	ADAT2	6	143422832	143450704	-1	6	191	0.02155	27873
26574	0	AATF	17	36948875	37056871	1	7	560	0.011991	107997
57418	0	WDR18	19	984328	994570	1	6	432	0.008359	10243
2618	0.670454040636504	GART	21	33503931	33542917	-1	7	1010	0.011846	38987
65084	0	TMEM135	11	87037844	87328834	1	8	458	0.011009	290991
65265	0	C8orf33	8	145052438	145056030	1	8	229	0.042098	3593
80726	0	KIAA1683	19	18257096	18274509	-1	7	1367	0.019425	17414
1491	0.285307282935922	CTH	1	70411218	70439851	1	6	405	0.052868	28634
84262	0	PSMG3	7	1567332	1570493	-1	8	122	0.013127	3162
254863	0	C17orf61	17	7402974	7404131	-1	7	113	0.007662	1158
4521	0	NUDT1	7	2242222	2251145	1	7	176	0.023529	8924
10978	0	CLP1	11	57657743	57661865	1	7	425	0.007313	4123
81847	0.651605105290265	RNF146	6	127266682	127288562	1	9	359	0.006313	21881
79184	0	BRCC3	X	155071420	155123074	1	8	291	0.003745	51655
8405	0	SPOP	17	49598884	49678163	-1	7	374	0.006462	79280
339745	0	SPOPL	2	138501780	138573235	1	6	392	0.002281	71456
285237	0	C3orf38	3	88149724	88157965	1	9	329	0.020121	8242
55848	0.866730449262612	PLGRKT	9	5357966	5438375	-1	8	147	0.007333	80410
121053	0	C12orf45	12	104986320	104994727	1	9	185	0.004703	8408
57654	0	UVSSA	4	1347255	1388049	1	6	709	0.116119	40795
10126	0	DNAL4	22	38778508	38794156	-1	6	105	0.001169	15649
143384	0	CACUL1	10	118674167	118755246	-1	7	369	0.005063	81080
5074	0.746148056161791	PAWR	12	79584879	79691010	-1	5	340	0.004046	106132
170371	2.00645029066556	C10orf128	10	49154724	49188595	-1	5	89	0.070748	33872
820	0	CAMP	3	48223347	48225491	1	7	170	0.068483	2145
51386	0	EIF3L	22	37848774	37888782	1	8	564	0.011156	40009
3930	0	LBR	1	225401502	225428855	-1	7	615	0.005493	27354
7108	0	TM7SF2	11	65111854	65116235	1	6	417	0.049689	4382
1717	0	DHCR7	11	71434411	71448431	-1	5	475	0.0093	14021
6873	0	TAF2	8	119730774	119832863	-1	7	1199	0.006889	102090
92960	0	PEX11G	19	7472547	7491000	-1	8	241	0.001485	18454
114926	0	C8orf40	8	42541155	42552997	1	6	107	0.010258	11843
29980	0.23769263254973	DONSON	21	33577551	33588708	-1	8	564	0.014676	11158
133	0	ADM	11	10305095	10307376	1	8	185	0.006629	2282
5428	0	POLG	15	89316305	89334795	-1	7	1233	0.009825	18491
6936	0	GCFC2	2	75662705	75711356	-1	6	781	0.006869	48652
94104	0	GCFC1	21	32733899	32771858	-1	7	917	0.00787	37960
26012	0	NELF	9	137447570	137459356	-1	6	507	0.014686	11787
55852	0	TEX2	17	64147433	64263323	-1	7	1134	0.006381	115891
92342	0	METTL18	1	169792529	169794920	-1	9	373	0.004865	2392
5860	0	QDPR	4	17486393	17512234	-1	8	243	0.005457	25842
144108	0	SPTY2D1	11	18606401	18634473	-1	9	685	0.007941	28073
27072	0	VPS41	7	38723943	38909200	-1	7	835	0.005061	185258
27065	0.00176828457862977	NSG1	4	4386256	4419058	1	6	185	0.014709	32803
51617	0	NSG2	5	174045604	174109179	1	7	171	0.006302	63576
50632	0	CALY	10	133325424	133336971	-1	7	217	0.011641	11548
4295	0.00280689202947199	MLN	6	33794672	33804016	-1	9	115	0.018334	9345
146059	0	CDAN1	15	42723562	42737219	-1	8	1227	0.011237	13658
1635	0	DCTD	4	182890091	182917477	-1	6	189	0.010322	27387
5238	0	PGM3	6	83164873	83193936	-1	8	542	0.005586	29064
112495	0	GTF3C6	6	110958560	110967888	1	5	212	0.019575	9329
4683	0	NBN	8	89933336	89984724	-1	9	755	0.014679	51389
23367	0	LARP1	5	154682664	154817607	1	7	1019	0.009958	134944
84225	0	ZMYND15	17	4740015	4746119	1	9	741	0.026562	6105
84803	0.207280250190919	AGPAT9	4	83535733	83605875	1	7	434	0.026311	70143
57179	0	KIAA1191	5	176346061	176361807	-1	8	305	0.013259	15747
7141	0.00156673849418764	TNP1	2	216859458	216860059	-1	5	55	0.054508	602
286257	0	C9orf142	9	136992418	136993976	1	6	204	0.012103	1559
84905	0.808096945598557	ZNF341	20	33731760	33792269	1	7	846	0.02059	60510
55184	0	DZANK1	20	18383367	18467348	-1	8	752	0.023309	83982
23177	0.312428351352027	CEP68	2	65056361	65087008	1	6	757	0.020725	30648
10807	0	SDCCAG3	9	136401922	136410602	-1	12	435	0.007064	8681
22878	0	TRAPPC8	18	31829173	31943212	-1	6	1435	0.01965	114040
83606	0	GUCD1	22	24540423	24555935	-1	6	239	0.039563	15513
7514	0	XPO1	2	61477934	61538305	-1	7	1071	0.008365	60372
132228	0	C3orf45	3	50278540	50288114	1	7	164	0.064451	9575
51542	0	VPS54	2	63892146	64019355	-1	7	977	0.006336	127210
341032	0	C11orf53	11	111255982	111286248	1	7	236	0.05115	30267
2309	0	FOXO3	6	108559823	108684769	1	8	672	0.011124	124947
2308	0	FOXO1	13	40555664	40666597	-1	6	655	0.016631	110934
4303	0.501235413711636	FOXO4	X	71096149	71103534	1	5	415	0.004487	7386
51024	0.00271224729534607	FIS1	7	101239612	101245090	-1	7	152	0.006599	5479
152206	0	CCDC13	3	42708272	42773253	-1	6	715	0.004544	64982
124995	0	MRPL10	17	47823272	47831541	-1	9	256	0.016142	8270
245938	0.0376060298382997	DEFB125	20	87710	96655	1	9	146	0.024637	8946
24149	0.0376060341136101	ZNF318	6	43336070	43369443	-1	9	2197	0.011574	33374
132001	0	TAMM41	3	11790442	11846919	-1	6	316	0.035942	56478
9547	0	CXCL14	5	135570679	135579279	-1	6	111	0.022687	8601
66000	0.295142553630961	TMEM108	3	133038288	133397775	1	7	575	0.018239	359488
4714	0.665976366081147	NDUFB8	10	100523729	100529923	-1	10	186	0.03963	6195
115795	0	FANCD2OS	3	10081320	10108291	-1	8	177	0.013762	26972
80010	0	RMI1	9	83980720	84004074	1	8	625	0.017633	23355
79109	0	MAPKAP1	9	125437394	125707234	-1	8	522	0.004468	269841
6811	0	STX5	11	62806860	62832091	-1	7	355	0.005763	25232
402381	0.823404867125677	SOHLH1	9	135693407	135700401	-1	7	317	0.05626	6995
84071	0	ARMC2	6	108848414	108974472	1	7	867	0.013586	126059
7453	0	WARS	14	100333788	100376343	-1	6	471	0.010986	42556
153396	0	TMEM161B	5	88189633	88268879	-1	7	487	0.010591	79247
54929	0	TMEM161A	19	19119616	19138501	-1	5	479	0.037533	18886
29789	0.0832358289532188	OLA1	2	174072447	174248637	-1	8	396	0.010101	176191
133690	0	CAPSL	5	35904295	35938779	-1	8	208	0.017175	34485
84698	1.1081100924583	CAPS2	12	75275979	75390922	-1	6	538	0.009371	114944
51463	0	GPR89A,GPR89B	1	147928393	147993521	1	7	455	0.015035	65129
10944	0.00440902742662587	C11orf58	11	16738601	16758354	1	6	183	0.011029	19754
144811	0	LACC1	13	43879284	43893932	1	9	430	0.00626	14649
84518	0	CNFN	19	42387019	42390292	-1	7	112	0.025836	3274
153770	0.847962869491824	PLAC8L1	5	146084313	146104383	-1	6	177	0.005197	20071
51316	0	PLAC8	4	83090048	83114758	-1	7	115	0.038687	24711
5692	0.00694029064217777	PSMB4	1	151399565	151401936	1	8	264	0.003361	2372
2178	0	FANCE	6	35452339	35467141	1	7	536	0.03302	14803
3364	0	HUS1	7	47963285	47979625	-1	8	280	0.01829	16341
2821	0	GPI	19	34364740	34402413	1	7	558	0.027879	37674
27042	0	DIEXF	1	209827967	209857565	1	9	755	0.006883	29599
80279	0	CDK5RAP3	17	47970528	47981786	1	9	506	0.018542	11259
79639	0	TMEM53	1	44635238	44674579	-1	6	277	0.016277	39342
51079	0	NDUFA13	19	19516210	19528204	1	5	144	0.068261	11995
753	0.429848958887039	LDLRAD4	18	13218016	13652754	1	9	306	0.00758	434739
56937	0.0989846401315386	PMEPA1	20	57648392	57711536	-1	8	252	0.004035	63145
8992	0	ATP6V0E1	5	172983760	173034897	1	8	81	0.013259	51138
84619	0	ZGPAT	20	63707442	63736142	1	7	518	0.02324	28701
23643	0	LY96	8	73991329	74029079	1	8	160	0.047632	37751
8564	0	KMO	1	241532024	241595647	1	8	486	0.002562	63624
138724	0.571288853900366	C9orf131	9	35041095	35045991	1	7	1080	0.021327	4897
80740	0	LY6G6C	6	31718648	31721734	-1	5	125	0.016197	3087
84553	0	FAXC	6	99272917	99350017	-1	6	409	0.00579	77101
10873	0	ME3	11	86441108	86672636	-1	8	604	0.012193	231529
4199	0.802738832799403	ME1	6	83210389	83431219	-1	6	572	0.010549	220831
4200	0	ME2	18	50879062	50949795	1	7	584	0.008235	70734
51155	0.876243149944579	HN1	17	75135243	75154683	-1	5	178	0.006554	19441
56005	0	C19orf10	19	4657545	4670403	-1	5	173	0.067341	12859
79959	0.832153593147067	CEP76	18	12661753	12702777	-1	7	659	0.001799	41025
643479	0.931579245259716	FAM25E	10	46310876	46312766	-1	12	95	0.015433	1891
100133093	1.1090081978327	FAM25A,FAM25C,FAM25G	10	47487236	47491700	-1	12	95	0.029364	4465
150372	0	NFAM1	22	42380407	42437084	-1	6	270	0.054297	56678
284546	0	C1orf185	1	50976457	51148082	1	5	194	0.025471	171626
29851	0.872116170995362	ICOS	2	203936731	203961579	1	7	199	0.005511	24849
27241	0	BBS9	7	33129244	33606068	1	5	887	0.011411	476825
55573	0	CDV3	3	133573590	133590274	1	6	217	0.017747	16685
252839	0.0376060309071274	TMEM9	1	201134771	201171582	-1	7	183	0.022362	36812
56674	0	TMEM9B	11	8947201	8965011	-1	8	198	0.026188	17811
84519	0	ACRBP	12	6638076	6647414	-1	7	543	0.011844	9339
654502	0	IQCJ	3	159069252	159266307	1	5	159	0.056426	197056
2746	0	GLUD1	10	87050202	87095019	-1	7	558	0.00188	44818
2747	0.405164731968259	GLUD2	X	121047608	121049942	1	7	558	0.022325	2335
203259	0	FAM219A	9	34398184	34458570	-1	7	185	0.006105	60387
57184	0	FAM219B	15	74899987	74907191	-1	8	198	0.01017	7205
27013	0	CNPPD1	2	219171897	219178163	-1	8	410	0.010792	6267
337867	0	UBAC2	13	99200425	99386499	1	7	345	0.00808	186075
51253	0.469273985787394	MRPL37	1	54200167	54226682	1	7	423	0.033382	26516
7982	0	ST7	7	116953327	117230023	1	8	534	0.002032	276697
54879	0	ST7L	1	112523518	112619418	-1	5	575	0.009922	95901
8078	1.00849757200272	USP5	12	6852121	6866632	1	6	858	0.010249	14512
8975	0	USP13	3	179653145	179789401	1	8	863	0.008412	136257
3569	0.835683352634971	IL6	7	22727147	22732002	1	6	212	0.005687	4856
10556	0	RPP30	10	90871952	90908555	1	7	268	0.010068	36604
5552	1.24006165412397	SRGN	10	69088072	69104811	1	8	156	0.035785	16740
54927	0.0376060298382997	CHCHD3	7	132784862	133082073	-1	9	227	0.008942	297212
84303	0	CHCHD6	3	126704220	126960420	1	6	235	0.026788	256201
3399	0	ID3	1	23557930	23559794	-1	7	119	0.051605	1865
3397	0.0376060309071274	ID1	20	31605283	31606515	1	6	155	0.014722	1233
79991	0.0083581990657204	OBFC1	10	103870302	103918287	-1	7	368	0.002739	47986
978	0	CDA	1	20588951	20618908	1	7	146	0.010613	29958
55250	0	ELP2	18	36129874	36174725	1	7	826	0.00585	44852
55739	0.0494923204760441	CARKD	13	110615460	110639996	1	5	282	0.005311	24537
140576	0	S100A16	1	153606886	153613038	-1	6	103	0.00686	6153
83734	0	ATG10	5	81972025	82256139	1	6	220	0.013981	284115
146433	0.490589653786888	IL34	16	70579895	70660682	1	7	242	0.034115	80788
25906	0	ANAPC15	11	72109587	72112776	-1	8	121	0.01053	3190
84688	0.698122195074702	C9orf24	9	34379019	34397899	-1	6	262	0.005473	18881
84945	0	ABHD13	13	108218415	108234255	1	8	337	0.0035	15841
81926	0.0832358289532188	FAM108A1	19	1876976	1885519	-1	10	310	0.031982	8544
51104	0	FAM108B1	9	71862452	71911233	-1	6	293	0.007388	48782
22928	0	SEPHS2	16	30443625	30445975	-1	7	360	0.014662	2351
25950	0	RWDD3	1	95234155	95247225	1	8	267	0.024892	13071
6747	0	SSR3	3	156540140	156555184	-1	9	185	0.00548	15045
23279	0	NUP160	11	47778102	47848505	-1	6	1434	0.013518	70404
8603	0	FAM193A	4	2596003	2732575	1	7	1224	0.014754	136573
54540	0	FAM193B	5	177519789	177554547	-1	6	752	0.026904	34759
24142	0	NAT6	3	50296402	50299421	-1	5	286	0.015774	3020
29982	0	NRBF2	10	63133247	63155031	1	10	287	0.011945	21785
23184	0.406927333514687	MESDC2	15	80975754	80989864	-1	7	234	0.037174	14111
28981	0	IFT81	12	110124335	110218795	1	7	615	0.007271	94461
53841	0	CDHR5	11	616565	625067	-1	5	788	0.066158	8503
7386	0.554904334520089	UQCRFS1	19	29207260	29213229	-1	10	274	0.028302	5970
130888	0	FBXO36	2	229922491	230013109	1	6	188	0.044572	90619
55764	0.833000889118382	IFT122	3	129440036	129520507	1	6	1175	0.011163	80472
128344	0	PIFO	1	111324663	111353017	1	8	191	0.008621	28355
9282	0	MED14	X	40649543	40736122	-1	7	1454	0.007289	86580
55780	0	C6orf70	6	169751622	169781584	1	6	678	0.009671	29963
55937	0	APOM	6	31652410	31658210	1	8	188	0.017566	5801
79145	1.04520573735487	CHCHD7	8	56211756	56218619	1	6	109	0.078947	6864
6621	0	SNAPC4	9	136375569	136400208	-1	7	1451	0.030542	24640
4602	0.0376060341136101	MYB	6	135181315	135219173	1	8	761	0.006844	37859
4603	0	MYBL1	8	66562175	66613249	-1	6	733	0.011644	51075
4605	0	MYBL2	20	43667019	43716496	1	8	700	0.018861	49478
570	1.16740410517862	BAAT	9	101360417	101385005	-1	7	418	0.035775	24589
641372	0.905426714859129	ACOT6	14	73616844	73619888	1	8	207	0.013572	3045
10965	0.727512869846459	ACOT2,ACOT1	14	73567620	73575658	1	6	463	0.005033	8039
122970	0	ACOT4	14	73591659	73595766	1	8	421	0.018154	4108
3606	0.379335993060092	IL18	11	112143251	112164117	-1	7	193	0.00292	20867
84923	0	FAM104A	17	73207353	73232394	-1	6	205	0.049424	25042
90736	0	FAM104B	X	55143102	55161281	-1	5	100	0.010278	18180
28957	0	MRPS28	8	79918860	80030271	-1	8	186	0.03998	111412
114294	0	LACTB	15	63121800	63142065	1	7	547	0.007536	20266
285555	0	STPG2	4	97184113	98143240	-1	7	455	0.01596	959128
55195	0.789448345345424	C14orf105	14	57469300	57493863	-1	8	296	0.045108	24564
29083	0.0376060298382997	GTPBP8	3	112990477	113001374	1	7	284	0.027014	10898
257177	0.551639164019827	C1orf192	1	161364731	161367883	-1	9	177	0.016336	3153
100287932	0	TIMM23,TIMM23B	10	45972453	46003742	1	6	209	0.009491	31290
55795	0	PCID2	13	113177539	113209466	-1	6	399	0.015927	31928
79577	0	CDC73	1	193121958	193254815	1	6	531	0.004463	132858
196441	0	ZFC3H1	12	71609599	71663969	-1	8	1989	0.004406	54371
50846	0	DHH	12	49089421	49094819	-1	6	396	0.055409	5399
3549	0	IHH	2	219054420	219060516	-1	7	411	0.010141	6097
6469	0	SHH	7	155802864	155812273	-1	5	462	0.013673	9410
8455	0	ATRN	20	3471018	3651122	1	8	1427	0.013771	180105
26033	0.373428594743347	ATRNL1	10	115093365	115948985	1	5	1375	0.005776	855621
64928	0	MRPL14	6	44113635	44127454	-1	6	145	0.015287	13820
93627	0	TBCK	4	106046076	106316704	-1	5	893	0.003431	270629
25853	0	DCAF12	9	34086383	34126773	-1	9	453	0.007205	40391
340578	0	DCAF12L2	X	126163499	126166097	-1	11	463	0.036173	2599
139170	0	DCAF12L1	X	126549383	126552859	-1	11	463	0.126253	3477
1602	0	DACH1	13	71437966	71867192	-1	5	703	0.012268	429227
117154	0	DACH2	X	86148451	86832602	1	6	425	0.01256	684152
128178	0	EDARADD	1	236394380	236484708	1	6	215	0.024788	90329
65244	0	SPATS2	12	49366905	49527424	1	7	545	0.031128	160520
26010	0	SPATS2L	2	200305881	200482263	1	7	558	0.011885	176383
10419	0	PRMT5	14	22920511	22929585	-1	7	637	0.013735	9075
57325	0	CSRP2BP	20	18142224	18188387	1	7	782	0.008077	46164
54949	0	SDHAF2	11	61430125	61446767	1	7	166	0.026912	16643
6992	0	PPP1R11	6	30066694	30070333	1	6	126	0.01719	3640
83896	0	KRTAP3-1	17	41008521	41009114	-1	7	98	0.010489	594
83897	0	KRTAP3-2	17	40999193	40999886	-1	13	98	0.010332	694
85293	0.0376060309071274	KRTAP3-3	17	40993430	40994133	-1	13	98	0.026549	704
10544	1.34400970604667	PROCR	20	35171154	35215968	1	7	238	0.043349	44815
81615	0	TMEM163	2	134455759	134719001	-1	7	289	0.009875	263243
389384	0	C6orf222	6	36315757	36336885	-1	6	649	0.028056	21129
389421	0	LIN28B	6	104950467	105083332	1	9	250	0.004864	132866
79727	0	LIN28A	1	26410778	26429728	1	10	209	0.045012	18951
3297	0	HSF1	8	144291588	144314722	1	5	526	0.01608	23135
3299	0	HSF4	16	67163385	67169945	1	5	487	0.009512	6561
3298	0	HSF2	6	122399551	122433119	1	6	536	0.001803	33569
54619	0	CCNJ	10	96043402	96060870	1	8	383	0.020963	17469
79616	0	CCNJL	5	160251659	160312595	-1	6	426	0.048248	60937
91703	0	ACY3	11	67642555	67650659	-1	7	319	0.013662	8105
443	0.535777458962285	ASPA	17	3474110	3499406	1	7	313	0.006802	25297
1340	0	COX6B1	19	35648223	35658784	1	7	86	0.03217	10562
91461	0	PKDCC	2	42048021	42058528	1	8	398	0.020601	10508
65018	0.731585752124684	PINK1	1	20633455	20651511	1	6	581	0.022669	18057
400258	0.833308670905168	C14orf180	14	104579684	104589847	1	7	160	0.016964	10164
9125	0	RQCD1	2	218568580	218596435	1	10	299	0.006775	27856
11315	0	PARK7	1	7961654	7985282	1	9	189	0.016536	23629
493856	0	CISD2	4	102828134	102892807	1	5	135	0.0113	64674
54868	0	TMEM104	17	74776483	74839783	1	7	496	0.008024	63301
114131	0	UCN3	10	5365013	5374206	1	7	161	0.033312	9194
54823	0	SWT1	1	185150872	185291781	1	6	900	0.018174	140910
140606	0	RP3-412A9.11	22	31104777	31107565	-1	5	144	0.082557	2789
91949	0	COG7	16	23388493	23453210	-1	6	770	0.005618	64718
55003	0	PAK1IP1	6	10694947	10709782	1	6	392	0.01962	14836
729665	0.349261514414261	CCDC175	14	59505067	59576831	-1	5	825	0.017577	71765
3705	0	ITPK1	14	92936914	93115918	-1	6	414	0.025203	179005
64343	0.948815032178237	AZI2	3	28322353	28349424	-1	9	392	0.005031	27072
79856	1.15657667943522	SNX22	15	64151700	64157481	1	7	193	0.014587	5782
28966	0	SNX24	5	122845454	123011597	1	9	169	0.006754	166144
4848	0	CNOT2	12	70242882	70354993	1	6	540	0.003925	112112
9049	0	AIP	11	67483034	67491108	1	6	330	0.03375	8075
23746	0	AIPL1	17	6423737	6435199	-1	7	384	0.0098	11463
57456	0	KIAA1143	3	44748744	44761681	-1	9	154	0.021156	12938
27152	0	INTU	4	127632932	127716779	1	7	942	0.010333	83848
93210	0	PGAP3	17	39671122	39688057	-1	6	320	0.018232	16936
2055	0.485697974303189	CLN8	8	1755778	1786570	1	6	286	0.008945	30793
8379	0	MAD1L1	7	1815792	2232948	-1	8	718	0.018862	417157
55811	0.79258805778403	ADCY10	1	167809120	167914369	-1	6	1610	0.027393	105250
399888	0	FAM180B	11	47586678	47589194	1	5	223	0.126988	2517
55071	0	C9orf40	9	74946583	74952886	-1	5	192	0.025232	6304
55837	0	EAPP	14	34515929	34539737	-1	8	285	0.033934	23809
6767	0	ST13	22	40824535	40857008	-1	13	369	0.015344	32474
8165	0.942612256981612	AKAP1	17	57085092	57121349	1	8	895	0.032195	36258
1393	0.123149303191104	CRHBP	5	76952855	76969474	1	6	322	0.014418	16620
79791	0	FBXO31	16	87326987	87392107	-1	7	543	0.029449	65121
6240	0	RRM1	11	4094694	4138876	1	8	792	0.007065	44183
25936	0.0122907213416669	NSL1	1	212726153	212791797	-1	7	281	0.007372	65645
58505	0	OSTC	4	108650585	108667822	1	11	149	0.020927	17238
284207	0	METRNL	17	83079691	83095122	1	6	255	0.052421	15432
55002	0	TMCO3	13	113490993	113550229	1	6	677	0.008809	59237
255104	0	TMCO4	1	19682213	19799931	-1	5	634	0.02622	117719
222171	0	PRR15	7	29563421	29567295	1	7	129	0.027221	3875
10641	1.00542322325363	NPRL2	3	50347487	50351055	-1	8	380	0.008028	3569
5564	0.0316067941653295	PRKAB1	12	119667864	119681624	1	8	270	0.024368	13761
5565	0	PRKAB2	1	147155106	147172589	-1	8	272	0.004581	17484
2547	0	XRCC6	22	41621163	41664048	1	11	609	0.000864	42886
9377	0.0880111737071686	COX5A	15	74920275	74938154	-1	9	150	0.037025	17880
11326	0	VSIG4	X	66021738	66040125	-1	7	399	0.013687	18388
6187	0	RPS2	16	1962061	1964826	-1	30	293	0.182984	2766
133383	0	SETD9	5	56909260	56925532	1	6	299	0.011738	16273
60412	0.201361043562829	EXOC4	7	133253067	134065761	1	5	974	0.003713	812695
116540	0.0832358289532188	MRPL53	2	74471958	74472815	-1	10	112	0.14294	858
10884	0	MRPS30	5	44808925	44815514	1	7	437	0.013919	6590
26610	0	ELP4	11	31509729	31784525	1	7	382	0.014317	274797
55756	0	INTS9	8	28767658	28890181	-1	8	658	0.024709	122524
23125	0.104663513674834	CAMTA2	17	4967992	4987673	-1	7	1187	0.014141	19682
2524	0	FUT2	19	48695971	48705934	1	5	340	0.085314	9964
2523	0	FUT1	19	48748011	48755390	-1	6	366	0.049559	7380
26053	0	AUTS2	7	69598919	70792899	1	6	1012	0.006026	1193981
57666	0	FBRSL1	12	132490455	132585188	1	5	970	0.004775	94734
1399	0	CRKL	22	20917426	20953749	1	6	303	0.016096	36324
167838	0	TXLNB	6	139240061	139324011	-1	8	684	0.012742	83951
200081	0	TXLNA	1	32179695	32198285	1	7	546	0.041816	18591
55787	0.316448893409296	TXLNG	X	16786432	16844519	1	5	524	0.008756	58088
9627	0.0376060255629878	SNCAIP	5	122311558	122464099	1	8	970	0.011145	152542
54700	0	RRN3	16	15060022	15094311	-1	5	607	0.0031	34290
138050	0	HGSNAT	8	43140449	43202827	1	6	635	0.178371	62379
51397	0.904273985330782	COMMD10	5	116085030	116293281	1	8	202	0.005342	208252
245930	0.848670505038863	DEFB116	20	31303212	31308585	-1	6	102	0.010836	5374
