objID	objStat	objName	chr	startpos	endpos	strand	treesize	usedseqlength	branchlength	genelength
6182	0	MRPL12	17	81703370	81707526	1	6	198	0.019724	4157
55773	0	TBC1D23	3	100260817	100325252	1	8	699	0.006515	64436
79902	0	NUP85	17	75205502	75235759	1	8	656	0.0113	30258
6786	0	STIM1	11	3855703	4093210	1	6	685	0.010786	237508
57620	0	STIM2	4	26860691	27025381	1	8	695	0.00464	164691
165055	0	CCDC138	2	108786752	108876591	1	7	665	0.010965	89840
130576	0.0957347971133892	LYPD6B	2	149038467	149215262	1	7	207	0.006554	176796
27122	0	DKK3	11	11962996	12009826	-1	8	350	0.012769	46831
80142	0	PTGES2	9	128120693	128128462	-1	6	377	0.023675	7770
29081	0	METTL5	2	169811757	169824929	-1	5	209	0.009954	13173
1428	0.00547644986564691	CRYM	16	21258518	21303083	-1	8	314	0.017234	44566
388324	0	INCA1	17	4988130	4997919	-1	9	236	0.015649	9790
11232	0.0376060298382997	POLG2	17	64477785	64497066	-1	7	485	0.014766	19282
375341	0.00668738536920244	C3orf62	3	49268597	49277075	-1	7	267	0.003851	8479
9441	0	MED26	19	16574907	16628204	-1	8	600	0.015646	53298
149563	0	C1orf64	1	16004236	16006685	1	7	169	0.024691	2450
9468	0	PCYT1B	X	24558087	24672862	-1	6	369	0.002511	114776
245932	0.654490127865471	DEFB119	20	31377163	31390649	-1	6	88	0.012216	13487
134637	0	ADAT2	6	143422832	143450704	-1	6	191	0.010981	27873
26574	0	AATF	17	36948875	37056871	1	7	560	0.010916	107997
57418	0.184946648414209	WDR18	19	984328	994570	1	6	432	0.017407	10243
2618	0	GART	21	33503931	33542917	-1	7	1010	0.01004	38987
65084	0	TMEM135	11	87037844	87328834	1	8	458	0.005478	290991
80726	1.26303274077787	KIAA1683	19	18257096	18274509	-1	7	1367	0.028134	17414
1491	0.246931984313847	CTH	1	70411218	70439851	1	6	405	0.011844	28634
84262	0	PSMG3	7	1567332	1570493	-1	8	122	0.008601	3162
4521	0	NUDT1	7	2242222	2251145	1	7	176	0.023529	8924
10978	0	CLP1	11	57657743	57661865	1	7	425	0.007313	4123
79184	0	BRCC3	X	155071420	155123074	1	8	291	0.003599	51655
8405	0	SPOP	17	49598884	49678163	-1	7	374	0.008406	79280
339745	0	SPOPL	2	138501780	138573235	1	6	392	0.005364	71456
285237	1.18678623688961	C3orf38	3	88149724	88157965	1	9	329	0.009376	8242
55848	0	PLGRKT	9	5357966	5438375	-1	8	147	0.017238	80410
121053	0	C12orf45	12	104986320	104994727	1	9	185	0.011407	8408
57654	0	UVSSA	4	1347255	1388049	1	6	709	0.018265	40795
143384	0	CACUL1	10	118674167	118755246	-1	7	369	0.002835	81080
5074	0.746148056161791	PAWR	12	79584879	79691010	-1	5	340	0.004046	106132
170371	2.00645029066556	C10orf128	10	49154724	49188595	-1	5	89	0.070748	33872
820	0	CAMP	3	48223347	48225491	1	7	170	0.033937	2145
51386	0	EIF3L	22	37848774	37888782	1	8	564	0.010628	40009
3930	0	LBR	1	225401502	225428855	-1	7	615	0.006647	27354
7108	0	TM7SF2	11	65111854	65116235	1	6	417	0.008057	4382
1717	0.462954482854333	DHCR7	11	71434411	71448431	-1	5	475	0.011108	14021
6873	0	TAF2	8	119730774	119832863	-1	7	1199	0.010026	102090
92960	0	PEX11G	19	7472547	7491000	-1	8	241	0.021915	18454
29980	0	DONSON	21	33577551	33588708	-1	8	564	0.012177	11158
5428	0	POLG	15	89316305	89334795	-1	7	1233	0.006174	18491
6936	0.180692156492159	GCFC2	2	75662705	75711356	-1	6	781	0.008572	48652
94104	0.471788952068732	GCFC1	21	32733899	32771858	-1	7	917	0.006532	37960
26012	0	NELF	9	137447570	137459356	-1	6	507	0.006797	11787
55852	0	TEX2	17	64147433	64263323	-1	7	1134	0.008078	115891
92342	0	METTL18	1	169792529	169794920	-1	9	373	0.005391	2392
5860	0.0376060319759551	QDPR	4	17486393	17512234	-1	8	243	0.01221	25842
144108	0	SPTY2D1	11	18606401	18634473	-1	9	685	0.015735	28073
27072	0	VPS41	7	38723943	38909200	-1	7	835	0.00369	185258
27065	0	NSG1	4	4386256	4419058	1	6	185	0.005406	32803
51617	0	NSG2	5	174045604	174109179	1	7	171	0.006331	63576
50632	0	CALY	10	133325424	133336971	-1	7	217	0.005808	11548
4295	0.00280689202947199	MLN	6	33794672	33804016	-1	9	115	0.018334	9345
146059	0.453164676021809	CDAN1	15	42723562	42737219	-1	8	1227	0.011647	13658
1635	0.223023138845964	DCTD	4	182890091	182917477	-1	6	189	0.029093	27387
5238	0	PGM3	6	83164873	83193936	-1	8	542	0.001332	29064
112495	0	GTF3C6	6	110958560	110967888	1	5	212	0.014462	9329
4683	0.602861410119751	NBN	8	89933336	89984724	-1	9	755	0.011598	51389
23367	0	LARP1	5	154682664	154817607	1	7	1019	0.008935	134944
84225	1.1335977982156	ZMYND15	17	4740015	4746119	1	9	741	0.030369	6105
84803	0	AGPAT9	4	83535733	83605875	1	7	434	0.009446	70143
57179	0.915967805251154	KIAA1191	5	176346061	176361807	-1	8	305	0.003362	15747
286257	0	C9orf142	9	136992418	136993976	1	6	204	0.022262	1559
84905	0	ZNF341	20	33731760	33792269	1	7	846	0.023413	60510
55184	0	DZANK1	20	18383367	18467348	-1	8	752	0.023309	83982
23177	0	CEP68	2	65056361	65087008	1	6	757	0.020607	30648
10807	0	SDCCAG3	9	136401922	136410602	-1	12	435	0.016319	8681
22878	0	TRAPPC8	18	31829173	31943212	-1	6	1435	0.009323	114040
83606	0	GUCD1	22	24540423	24555935	-1	6	239	0.019564	15513
7514	0.0376060255629878	XPO1	2	61477934	61538305	-1	7	1071	0.002035	60372
132228	0.990745317088099	C3orf45	3	50278540	50288114	1	7	164	0.017387	9575
51542	0	VPS54	2	63892146	64019355	-1	7	977	0.005202	127210
341032	0	C11orf53	11	111255982	111286248	1	7	236	0.041204	30267
2309	0	FOXO3	6	108559823	108684769	1	8	672	0.005305	124947
2308	0	FOXO1	13	40555664	40666597	-1	6	655	0.007565	110934
4303	0.501235413711636	FOXO4	X	71096149	71103534	1	5	415	0.004487	7386
152206	0	CCDC13	3	42708272	42773253	-1	6	715	0.014516	64982
124995	0.985744560289259	MRPL10	17	47823272	47831541	-1	9	256	0.008642	8270
245938	0.0376060298382997	DEFB125	20	87710	96655	1	9	146	0.024637	8946
24149	0.355199319498735	ZNF318	6	43336070	43369443	-1	9	2197	0.008565	33374
132001	0	TAMM41	3	11790442	11846919	-1	6	316	0.01633	56478
66000	0.413171006828595	TMEM108	3	133038288	133397775	1	7	575	0.012783	359488
4714	0	NDUFB8	10	100523729	100529923	-1	10	186	0.01178	6195
115795	0	FANCD2OS	3	10081320	10108291	-1	8	177	0.017511	26972
80010	0.0376060341136101	RMI1	9	83980720	84004074	1	8	625	0.019717	23355
79109	0	MAPKAP1	9	125437394	125707234	-1	8	522	0.001997	269841
6811	0	STX5	11	62806860	62832091	-1	7	355	0.005763	25232
402381	0	SOHLH1	9	135693407	135700401	-1	7	317	0.033424	6995
84071	0	ARMC2	6	108848414	108974472	1	7	867	0.014858	126059
7453	0.378453553832696	WARS	14	100333788	100376343	-1	6	471	0.019892	42556
153396	0	TMEM161B	5	88189633	88268879	-1	7	487	0.006283	79247
54929	0	TMEM161A	19	19119616	19138501	-1	5	479	0.033424	18886
29789	0	OLA1	2	174072447	174248637	-1	8	396	0.007986	176191
133690	0	CAPSL	5	35904295	35938779	-1	8	208	0.005437	34485
84698	0	CAPS2	12	75275979	75390922	-1	6	538	0.023616	114944
51463	0.412588484058861	GPR89A,GPR89B	1	147928393	147993521	1	7	455	0.006951	65129
144811	0	LACC1	13	43879284	43893932	1	9	430	0.012548	14649
153770	0.893863448626139	PLAC8L1	5	146084313	146104383	-1	6	177	0.005849	20071
51316	0	PLAC8	4	83090048	83114758	-1	7	115	0.009124	24711
5692	0	PSMB4	1	151399565	151401936	1	8	264	0.011805	2372
2178	0.473451365548568	FANCE	6	35452339	35467141	1	7	536	0.021023	14803
3364	0.0562341328031946	HUS1	7	47963285	47979625	-1	8	280	0.007174	16341
2821	0	GPI	19	34364740	34402413	1	7	558	0.011261	37674
27042	0.374651588820073	DIEXF	1	209827967	209857565	1	9	755	0.01411	29599
80279	0	CDK5RAP3	17	47970528	47981786	1	9	506	0.014829	11259
79639	0	TMEM53	1	44635238	44674579	-1	6	277	0.021727	39342
51079	0	NDUFA13	19	19516210	19528204	1	5	144	0.044895	11995
753	0.926514326538003	LDLRAD4	18	13218016	13652754	1	9	306	0.004817	434739
56937	0	PMEPA1	20	57648392	57711536	-1	8	252	0.008412	63145
8992	0.0182633670091867	ATP6V0E1	5	172983760	173034897	1	8	81	0.013045	51138
84619	0	ZGPAT	20	63707442	63736142	1	7	518	0.019837	28701
23643	0.0447213595217682	LY96	8	73991329	74029079	1	8	160	0.016311	37751
8564	0.707219891129127	KMO	1	241532024	241595647	1	8	486	0.009339	63624
138724	0.678788428243139	C9orf131	9	35041095	35045991	1	7	1080	0.017679	4897
80740	0	LY6G6C	6	31718648	31721734	-1	5	125	0.016197	3087
84553	0	FAXC	6	99272917	99350017	-1	6	409	0.004223	77101
10873	0	ME3	11	86441108	86672636	-1	8	604	0.012412	231529
4199	0	ME1	6	83210389	83431219	-1	6	572	0.006932	220831
4200	0	ME2	18	50879062	50949795	1	7	584	0.002589	70734
51155	0.876243149944579	HN1	17	75135243	75154683	-1	5	178	0.006554	19441
56005	0	C19orf10	19	4657545	4670403	-1	5	173	0.014596	12859
79959	0	CEP76	18	12661753	12702777	-1	7	659	0.004948	41025
150372	0	NFAM1	22	42380407	42437084	-1	6	270	0.029663	56678
284546	0	C1orf185	1	50976457	51148082	1	5	194	0.037111	171626
29851	0.652285369911173	ICOS	2	203936731	203961579	1	7	199	0.0052	24849
27241	0	BBS9	7	33129244	33606068	1	5	887	0.012616	476825
55573	0	CDV3	3	133573590	133590274	1	6	217	0.017747	16685
252839	0	TMEM9	1	201134771	201171582	-1	7	183	0.011274	36812
56674	0.827499505010549	TMEM9B	11	8947201	8965011	-1	8	198	0.01169	17811
84519	0	ACRBP	12	6638076	6647414	-1	7	543	0.034296	9339
654502	1.20744518149893	IQCJ	3	159069252	159266307	1	5	159	0.0212	197056
2746	0	GLUD1	10	87050202	87095019	-1	7	558	0.011046	44818
203259	0.0376060309071274	FAM219A	9	34398184	34458570	-1	7	185	0.011287	60387
57184	0	FAM219B	15	74899987	74907191	-1	8	198	0.01017	7205
27013	0.852513458063729	CNPPD1	2	219171897	219178163	-1	8	410	0.01715	6267
337867	0	UBAC2	13	99200425	99386499	1	7	345	0.002889	186075
51253	0	MRPL37	1	54200167	54226682	1	7	423	0.004559	26516
7982	0	ST7	7	116953327	117230023	1	8	534	0.002032	276697
54879	0	ST7L	1	112523518	112619418	-1	5	575	0.012177	95901
8078	0	USP5	12	6852121	6866632	1	6	858	0.009815	14512
8975	0	USP13	3	179653145	179789401	1	8	863	0.004814	136257
3569	0	IL6	7	22727147	22732002	1	6	212	0.004884	4856
10556	0	RPP30	10	90871952	90908555	1	7	268	0.015274	36604
5552	0	SRGN	10	69088072	69104811	1	8	156	0.007281	16740
84303	0	CHCHD6	3	126704220	126960420	1	6	235	0.025817	256201
3399	0.00177847684261511	ID3	1	23557930	23559794	-1	7	119	0.016971	1865
3397	0.0376060309071274	ID1	20	31605283	31606515	1	6	155	0.014722	1233
79991	0.00638286649209747	OBFC1	10	103870302	103918287	-1	7	368	0.010821	47986
978	0	CDA	1	20588951	20618908	1	7	146	0.007542	29958
55250	0	ELP2	18	36129874	36174725	1	7	826	0.003965	44852
55739	0.0494923204760441	CARKD	13	110615460	110639996	1	5	282	0.005311	24537
140576	0	S100A16	1	153606886	153613038	-1	6	103	0.019691	6153
83734	1.04616776549631	ATG10	5	81972025	82256139	1	6	220	0.009263	284115
146433	0	IL34	16	70579895	70660682	1	7	242	0.011003	80788
84688	0	C9orf24	9	34379019	34397899	-1	6	262	0.013227	18881
81926	0	FAM108A1	19	1876976	1885519	-1	10	310	0.003608	8544
51104	0	FAM108B1	9	71862452	71911233	-1	6	293	0.007453	48782
22928	0	SEPHS2	16	30443625	30445975	-1	7	360	0.005933	2351
25950	0.657877264671764	RWDD3	1	95234155	95247225	1	8	267	0.022477	13071
6747	0	SSR3	3	156540140	156555184	-1	9	185	0.00548	15045
23279	0	NUP160	11	47778102	47848505	-1	6	1434	0.008934	70404
8603	0	FAM193A	4	2596003	2732575	1	7	1224	0.010143	136573
54540	0	FAM193B	5	177519789	177554547	-1	6	752	0.005059	34759
24142	0	NAT6	3	50296402	50299421	-1	5	286	0.015774	3020
29982	0	NRBF2	10	63133247	63155031	1	10	287	0.007877	21785
23184	0	MESDC2	15	80975754	80989864	-1	7	234	0.017849	14111
28981	0	IFT81	12	110124335	110218795	1	7	615	0.004891	94461
53841	0.0376060255629878	CDHR5	11	616565	625067	-1	5	788	0.042346	8503
7386	0	UQCRFS1	19	29207260	29213229	-1	10	274	0.004053	5970
130888	0	FBXO36	2	229922491	230013109	1	6	188	0.005857	90619
55764	0	IFT122	3	129440036	129520507	1	6	1175	0.007295	80472
128344	0	PIFO	1	111324663	111353017	1	8	191	0.003419	28355
9282	0	MED14	X	40649543	40736122	-1	7	1454	0.005981	86580
55780	0	C6orf70	6	169751622	169781584	1	6	678	0.021479	29963
79145	0.877899463037371	CHCHD7	8	56211756	56218619	1	6	109	0.010614	6864
6621	0	SNAPC4	9	136375569	136400208	-1	7	1451	0.030627	24640
4602	0	MYB	6	135181315	135219173	1	8	761	0.005328	37859
4603	0.601441555726207	MYBL1	8	66562175	66613249	-1	6	733	0.007674	51075
4605	0.0447213582507106	MYBL2	20	43667019	43716496	1	8	700	0.027124	49478
641372	0	ACOT6	14	73616844	73619888	1	8	207	0.005064	3045
10965	0	ACOT1,ACOT2	14	73567620	73575658	1	6	463	0.017487	8039
122970	0	ACOT4	14	73591659	73595766	1	8	421	0.019283	4108
3606	0	IL18	11	112143251	112164117	-1	7	193	0.016006	20867
84923	0	FAM104A	17	73207353	73232394	-1	6	205	0.005744	25042
28957	0	MRPS28	8	79918860	80030271	-1	8	186	0.005723	111412
114294	0	LACTB	15	63121800	63142065	1	7	547	0.007495	20266
285555	0	STPG2	4	97184113	98143240	-1	7	455	0.01865	959128
55195	0	C14orf105	14	57469300	57493863	-1	8	296	0.007339	24564
29083	0.0376060298382997	GTPBP8	3	112990477	113001374	1	7	284	0.027014	10898
257177	0	C1orf192	1	161364731	161367883	-1	9	177	0.011688	3153
55795	0	PCID2	13	113177539	113209466	-1	6	399	0.030339	31928
196441	0	ZFC3H1	12	71609599	71663969	-1	8	1989	0.006116	54371
50846	0	DHH	12	49089421	49094819	-1	6	396	0.013825	5399
3549	0	IHH	2	219054420	219060516	-1	7	411	0.018476	6097
6469	0	SHH	7	155802864	155812273	-1	5	462	0.027202	9410
8455	0.0494923167249602	ATRN	20	3471018	3651122	1	8	1427	0.009868	180105
26033	0	ATRNL1	10	115093365	115948985	1	5	1375	0.007119	855621
64928	0	MRPL14	6	44113635	44127454	-1	6	145	0.014012	13820
93627	0	TBCK	4	106046076	106316704	-1	5	893	0.004113	270629
25853	0	DCAF12	9	34086383	34126773	-1	9	453	0.002169	40391
340578	0	DCAF12L2	X	126163499	126166097	-1	11	463	0.036173	2599
139170	1.06362053653986	DCAF12L1	X	126549383	126552859	-1	11	463	0.018446	3477
1602	0	DACH1	13	71437966	71867192	-1	5	703	0.017249	429227
117154	0	DACH2	X	86148451	86832602	1	6	425	0.004931	684152
128178	0	EDARADD	1	236394380	236484708	1	6	215	0.014165	90329
65244	0	SPATS2	12	49366905	49527424	1	7	545	0.007855	160520
26010	0	SPATS2L	2	200305881	200482263	1	7	558	0.012324	176383
10419	0	PRMT5	14	22920511	22929585	-1	7	637	0.004942	9075
57325	0	CSRP2BP	20	18142224	18188387	1	7	782	0.006735	46164
54949	0.798855946667528	SDHAF2	11	61430125	61446767	1	7	166	0.01335	16643
6992	0	PPP1R11	6	30066694	30070333	1	6	126	0.01719	3640
83896	0	KRTAP3-1	17	41008521	41009114	-1	7	98	0.010489	594
85293	0.0376060309071274	KRTAP3-3	17	40993430	40994133	-1	13	98	0.026549	704
10544	0	PROCR	20	35171154	35215968	1	7	238	0.0047	44815
81615	0.066874030455432	TMEM163	2	134455759	134719001	-1	7	289	0.014137	263243
389384	0	C6orf222	6	36315757	36336885	-1	6	649	0.0172	21129
79727	0	LIN28A	1	26410778	26429728	1	10	209	0.029252	18951
3299	0.0376060298382997	HSF4	16	67163385	67169945	1	5	487	0.01242	6561
3298	0	HSF2	6	122399551	122433119	1	6	536	0.005618	33569
54619	0	CCNJ	10	96043402	96060870	1	8	383	0.017535	17469
79616	0	CCNJL	5	160251659	160312595	-1	6	426	0.008733	60937
91703	0.385338409123119	ACY3	11	67642555	67650659	-1	7	319	0.020856	8105
443	0	ASPA	17	3474110	3499406	1	7	313	0.016443	25297
1340	0	COX6B1	19	35648223	35658784	1	7	86	0.040898	10562
91461	0.982809276947012	PKDCC	2	42048021	42058528	1	8	398	0.005388	10508
65018	0	PINK1	1	20633455	20651511	1	6	581	0.022143	18057
400258	0.948196870273493	C14orf180	14	104579684	104589847	1	7	160	0.010432	10164
11315	0	PARK7	1	7961654	7985282	1	9	189	0.016536	23629
493856	0	CISD2	4	102828134	102892807	1	5	135	0.015254	64674
54868	0	TMEM104	17	74776483	74839783	1	7	496	0.006347	63301
114131	0.522176499522746	UCN3	10	5365013	5374206	1	7	161	0.009379	9194
54823	0.850701654639141	SWT1	1	185150872	185291781	1	6	900	0.015686	140910
140606	0	RP3-412A9.11	22	31104777	31107565	-1	5	144	0.003082	2789
91949	0.357847280025315	COG7	16	23388493	23453210	-1	6	770	0.015293	64718
55003	0	PAK1IP1	6	10694947	10709782	1	6	392	0.005514	14836
729665	0.8472986703379	CCDC175	14	59505067	59576831	-1	5	825	0.012151	71765
3705	0	ITPK1	14	92936914	93115918	-1	6	414	0.008285	179005
64343	0	AZI2	3	28322353	28349424	-1	9	392	0.005145	27072
79856	0.816817682864121	SNX22	15	64151700	64157481	1	7	193	0.005214	5782
28966	0	SNX24	5	122845454	123011597	1	9	169	0.006754	166144
4848	0.0376060298382997	CNOT2	12	70242882	70354993	1	6	540	0.003976	112112
9049	0.519315616404177	AIP	11	67483034	67491108	1	6	330	0.01072	8075
23746	0	AIPL1	17	6423737	6435199	-1	7	384	0.018712	11463
57456	1.0727403762545	KIAA1143	3	44748744	44761681	-1	9	154	0.013539	12938
27152	0	INTU	4	127632932	127716779	1	7	942	0.009919	83848
93210	0	PGAP3	17	39671122	39688057	-1	6	320	0.017252	16936
2055	0	CLN8	8	1755778	1786570	1	6	286	0.022629	30793
8379	0	MAD1L1	7	1815792	2232948	-1	8	718	0.016344	417157
55811	1.52988824857056	ADCY10	1	167809120	167914369	-1	6	1610	0.026717	105250
399888	0.828606461904091	FAM180B	11	47586678	47589194	1	5	223	0.008653	2517
55071	0	C9orf40	9	74946583	74952886	-1	5	192	0.017108	6304
55837	0	EAPP	14	34515929	34539737	-1	8	285	0.011079	23809
8165	0.794544048826224	AKAP1	17	57085092	57121349	1	8	895	0.029424	36258
1393	0	CRHBP	5	76952855	76969474	1	6	322	0.019194	16620
79791	0	FBXO31	16	87326987	87392107	-1	7	543	0.030134	65121
6240	0	RRM1	11	4094694	4138876	1	8	792	0.007284	44183
25936	0	NSL1	1	212726153	212791797	-1	7	281	0.006205	65645
58505	0	OSTC	4	108650585	108667822	1	11	149	0.013888	17238
284207	0	METRNL	17	83079691	83095122	1	6	255	0.021722	15432
55002	0.901301699986926	TMCO3	13	113490993	113550229	1	6	677	0.02217	59237
255104	0.613385640063152	TMCO4	1	19682213	19799931	-1	5	634	0.013982	117719
222171	0	PRR15	7	29563421	29567295	1	7	129	0.016027	3875
10641	0.106365917871763	NPRL2	3	50347487	50351055	-1	8	380	0.013377	3569
5564	0	PRKAB1	12	119667864	119681624	1	8	270	0.00795	13761
5565	0	PRKAB2	1	147155106	147172589	-1	8	272	0.007779	17484
2547	0	XRCC6	22	41621163	41664048	1	11	609	0.004405	42886
11326	0	VSIG4	X	66021738	66040125	-1	7	399	0.027086	18388
6187	0	RPS2	16	1962061	1964826	-1	30	293	0.016426	2766
133383	0	SETD9	5	56909260	56925532	1	6	299	0.003302	16273
60412	0	EXOC4	7	133253067	134065761	1	5	974	0.007971	812695
116540	0	MRPL53	2	74471958	74472815	-1	10	112	0.009389	858
10884	0	MRPS30	5	44808925	44815514	1	7	437	0.004966	6590
55756	0	INTS9	8	28767658	28890181	-1	8	658	0.009892	122524
23125	0.104663513674834	CAMTA2	17	4967992	4987673	-1	7	1187	0.014141	19682
2524	0	FUT2	19	48695971	48705934	1	5	340	0.013672	9964
2523	0	FUT1	19	48748011	48755390	-1	6	366	0.011377	7380
26053	0	AUTS2	7	69598919	70792899	1	6	1012	0.006998	1193981
57666	0	FBRSL1	12	132490455	132585188	1	5	970	0.02321	94734
1399	0	CRKL	22	20917426	20953749	1	6	303	0.003413	36324
167838	0	TXLNB	6	139240061	139324011	-1	8	684	0.01489	83951
200081	0	TXLNA	1	32179695	32198285	1	7	546	0.006997	18591
55787	0	TXLNG	X	16786432	16844519	1	5	524	0.001879	58088
9627	0.260485665299018	SNCAIP	5	122311558	122464099	1	8	970	0.011843	152542
54700	0	RRN3	16	15060022	15094311	-1	5	607	0.0031	34290
138050	0	HGSNAT	8	43140449	43202827	1	6	635	0.008922	62379
51397	0	COMMD10	5	116085030	116293281	1	8	202	0.015009	208252
245930	0	DEFB116	20	31303212	31308585	-1	6	102	0.022071	5374
255967	0.855697695807359	PAN3	13	28136860	28295338	1	7	741	0.004246	158479
84276	0.222480279311646	NICN1	3	49422333	49429324	-1	10	213	0.02418	6992
81577	0	GFOD2	16	67674533	67719370	-1	8	385	0.028782	44838
387755	0	INSC	11	15112424	15247208	1	8	578	0.020418	134785
28998	0.0376060319759551	MRPL13	8	120395844	120445407	-1	7	178	0.007895	49564
54987	0	C1orf123	1	53214099	53220617	-1	8	160	0.006395	6519
127391	0.00366324816661827	TMCO2	1	40247901	40251693	1	7	181	0.029602	3793
90956	0	ADCK2	7	140672930	140695111	1	7	626	0.031954	22182
644414	0.852187482987441	DEFB131	4	9444534	9450514	1	5	70	0.015592	5981
122183	0	PRR20C,PRR20B,PRR20A,PRR20D,PRR20E	13	57140918	57143939	1	12	221	0.08428	3022
115399	0	LRRC56	11	536722	554916	1	6	542	0.014985	18195
79803	0	HPS6	10	102065367	102068038	1	6	775	0.01864	2672
64320	0	RNF25	2	218663864	218672058	-1	7	459	0.01121	8195
58531	0	PRM3	16	11273284	11273595	-1	6	98	0.048278	312
80758	0.977881948176731	PRR7	5	177446795	177456286	1	6	274	0.008851	9492
121441	0.323912050401156	NEDD1	12	96907223	96953696	1	8	660	0.007828	46474
29062	0	WDR91	7	135183838	135211564	-1	7	747	0.013276	27727
221938	0	MMD2	7	4892245	4959213	-1	5	268	0.003165	66969
23531	0.0531829589358814	MMD	17	55392613	55421993	-1	6	238	0.004693	29381
64151	0.0376060255629878	NCAPG	4	17810813	17845719	1	7	1015	0.010127	34907
55796	0.908464873946834	MBNL3	X	132369314	132490035	-1	7	354	0.002903	120722
4154	0	MBNL1	3	152244321	152465780	1	7	387	0.001347	221460
55471	0	NDUFAF7	2	37231631	37249160	1	8	441	0.01285	17530
339541	0	C1orf228	1	44674698	44725591	1	5	307	0.003404	50894
280664	0	WFDC10B	20	45684651	45705019	-1	5	89	0.036603	20369
374569	0	ASPG	14	104085682	104112761	1	6	506	0.008319	27080
4241	0.0823549030621398	MFI2	3	196988621	197029816	-1	8	736	0.030965	41196
7018	0	TF	3	133746133	133779006	1	7	697	0.028978	32874
4057	0	LTF	3	46436005	46465142	-1	7	710	0.035873	29138
64785	0	GINS3	16	58392394	58406144	1	8	216	0.006581	13751
6880	0	TAF9	5	69364743	69370013	-1	6	263	0.020044	5271
29078	0	NDUFAF4	6	96889311	96897891	-1	9	175	0.033293	8581
166929	0	SGMS2	4	107824565	107915047	1	8	365	0.005609	90483
259230	0	SGMS1	10	50305585	50623977	-1	9	419	0.005482	318393
203562	0	TMEM31	X	103710909	103714032	1	7	168	0.013951	3124
